DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
212110308,06/14/2021 12:00:00 AM,06/14/2021 12:00:00 AM,0930,21,Topanga,2177,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,62,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,740,,,,5900    VASSAR                       AV,,34.1772,-118.6044
201706399,02/22/2020 12:00:00 AM,02/22/2020 12:00:00 AM,0455,17,Devonshire,1721,2,946,OTHER MISCELLANEOUS CRIME,1501,23,M,H,104,DRIVEWAY,,,IC,Invest Cont,946,,,,21100    NASHVILLE                    ST,,34.2691,-118.593
210205007,01/28/2021 12:00:00 AM,01/27/2021 12:00:00 AM,1850,02,Rampart,0201,2,624,BATTERY - SIMPLE ASSAULT,0913 0554 2001 0444,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 N  MARIPOSA                     AV,,34.0853,-118.2991
211225133,12/14/2021 12:00:00 AM,12/14/2021 12:00:00 AM,1645,12,77th Street,1253,1,210,ROBBERY,1822 0336 0344 0444 0448 0400 0416 0342,25,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,DENKER                       AV,FLORENCE                     AV,33.9746,-118.3046
202107823,03/29/2020 12:00:00 AM,03/23/2020 12:00:00 AM,0430,21,Topanga,2197,2,888,TRESPASSING,1501,42,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888,,,,4400    CHAUMONT                     RD,,34.1495,-118.5752
202107274,03/11/2020 12:00:00 AM,03/05/2020 12:00:00 AM,0930,21,Topanga,2158,1,310,BURGLARY,0344 1607,46,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,21200    OXNARD                       ST,,34.1837,-118.5846
210505185,01/28/2021 12:00:00 AM,01/28/2021 12:00:00 AM,0415,05,Harbor,0523,2,946,OTHER MISCELLANEOUS CRIME,1501,0,X,X,726,POLICE FACILITY,,,IC,Invest Cont,946,,,,2100    JOHN S GIBSON                BL,,33.7567,-118.2895
210811514,06/09/2021 12:00:00 AM,06/04/2021 12:00:00 AM,0900,08,West LA,0807,1,330,BURGLARY FROM VEHICLE,0344 1822,57,M,W,101,STREET,,,IC,Invest Cont,330,,,,2900    NICADA                       DR,,34.1251,-118.4482
210801053,12/04/2021 12:00:00 AM,12/04/2021 12:00:00 AM,1635,08,West LA,0857,1,761,BRANDISH WEAPON,0334 1822 2004 1402,53,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,761,998,,,9400 W  PICO                         BL,,34.0553,-118.394
211219050,09/04/2021 12:00:00 AM,09/04/2021 12:00:00 AM,1300,12,77th Street,1203,1,761,BRANDISH WEAPON,0334 0416 0446 0913 1814 2000,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,761,,,,4800 S  GRAMERCY                     PL,,33.999,-118.3138
210412317,08/30/2021 12:00:00 AM,05/04/2021 12:00:00 AM,1350,04,Hollenbeck,0487,2,354,THEFT OF IDENTITY,0100,57,M,H,217,AUTO REPAIR SHOP,,,IC,Invest Cont,354,,,,1100    ROSALIND                     AV,,34.0253,-118.213
201319724,11/09/2020 12:00:00 AM,10/29/2020 12:00:00 AM,1830,13,Newton,1321,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0417,27,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300 E  WASHINGTON                   BL,,34.03,-118.2625
210211720,07/09/2021 12:00:00 AM,07/09/2021 12:00:00 AM,0600,02,Rampart,0201,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416 1814 2007 1222 0429 0408 0444 0913,27,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,700 N  MARIPOSA                     AV,,34.0843,-118.299
210308119,03/29/2021 12:00:00 AM,03/29/2021 12:00:00 AM,1200,03,Southwest,0327,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 2032,21,F,B,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440,,,,2600    ELLENDALE                    PL,,34.0323,-118.2888
201421459,12/11/2020 12:00:00 AM,12/11/2020 12:00:00 AM,0115,14,Pacific,1452,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 0400 1402 0913 2000,23,F,O,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,998,,,VIA MARINA,PACIFIC                      AV,33.9662,-118.455
210314461,06/13/2021 12:00:00 AM,06/13/2021 12:00:00 AM,1930,03,Southwest,0392,1,210,ROBBERY,0334 0354 0355 0913 1814 2000,23,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,AO,Adult Other,210,,,,3200 W  VERNON                       AV,,34.0037,-118.3286
211505940,02/20/2021 12:00:00 AM,02/20/2021 12:00:00 AM,0335,15,N Hollywood,1535,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,29,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,5700    CAMELLIA                     AV,,34.174,-118.3822
201915778,10/17/2020 12:00:00 AM,10/16/2020 12:00:00 AM,2300,19,Mission,1943,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,83,F,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,745,,,,00    PORTOLA                      RD,,34.2674,-118.4663
211205683,01/26/2021 12:00:00 AM,12/27/2020 12:00:00 AM,0500,12,77th Street,1249,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6500 S  FIGUEROA                     ST,,33.9803,-118.2827
210119092,10/22/2021 12:00:00 AM,10/22/2021 12:00:00 AM,1815,01,Central,0162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2004 0325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577
201505016,01/22/2020 12:00:00 AM,01/21/2020 12:00:00 AM,1945,15,N Hollywood,1519,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300 0344,24,F,W,101,STREET,,,IC,Invest Cont,331,,,,6700    RIVERTON                     AV,,34.1922,-118.3659
211609473,07/09/2021 12:00:00 AM,06/27/2021 12:00:00 AM,1300,16,Foothill,1651,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,44,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,9900    OMELVENY                     AV,,34.2501,-118.4187
212108857,05/13/2021 12:00:00 AM,05/12/2021 12:00:00 AM,2330,21,Topanga,2107,1,310,BURGLARY,0327 0358,50,M,W,213,WAREHOUSE,,,IC,Invest Cont,310,,,,21300    ROSCOE                       BL,,34.2234,-118.5932
202115417,10/28/2020 12:00:00 AM,10/28/2020 12:00:00 AM,0820,21,Topanga,2157,2,888,TRESPASSING,1501,24,M,H,116,OTHER/OUTSIDE,,,IC,Invest Cont,888,,,,MASON                        AV,VANOWEN                      ST,34.1938,-118.5797
211418691,09/18/2021 12:00:00 AM,09/18/2021 12:00:00 AM,1430,14,Pacific,1496,1,330,BURGLARY FROM VEHICLE,1609 1300 0344,35,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,5900 W  CENTURY                      BL,,33.9456,-118.3932
211406188,02/08/2021 12:00:00 AM,02/06/2021 12:00:00 AM,1700,14,Pacific,1434,1,310,BURGLARY,0344,0,X,X,118,CONSTRUCTION SITE,,,IC,Invest Cont,310,,,,12500    VENICE                       BL,,33.9978,-118.4456
210415013,11/17/2021 12:00:00 AM,11/17/2021 12:00:00 AM,0800,04,Hollenbeck,0427,2,624,BATTERY - SIMPLE ASSAULT,1822 0448 2004,22,F,H,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,4800    HUNTINGTON                   DR,,34.0852,-118.1801
201910286,05/27/2020 12:00:00 AM,05/26/2020 12:00:00 AM,1730,19,Mission,1943,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,11000    COLUMBUS                     AV,,34.2701,-118.4635
210813129,08/23/2021 12:00:00 AM,04/01/2021 12:00:00 AM,0005,08,West LA,0831,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1501,0,X,X,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,668,,,,12000    WILSHIRE                     BL,,34.0473,-118.4768
211905799,02/20/2021 12:00:00 AM,02/20/2021 12:00:00 AM,0715,19,Mission,1918,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344,33,F,H,101,STREET,,,IC,Invest Cont,420,,,,13900    SAYRE                        ST,,34.3083,-118.4359
211313513,07/30/2021 12:00:00 AM,07/30/2021 12:00:00 AM,1745,13,Newton,1313,2,762,LEWD CONDUCT,0528 0910,41,F,H,932,MTA - BLUE LINE - PICO,,,AA,Adult Arrest,762,,,,700 E  WASHINGTON                   BL,,34.0276,-118.2574
211900788,09/24/2021 12:00:00 AM,09/24/2021 12:00:00 AM,0930,19,Mission,1924,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0447 0416 1310 1225 1822 1309,35,F,H,101,STREET,302,BLUNT INSTRUMENT,IC,Invest Cont,230,998,,,RINALDI,LAUREL CANYON,34.2799,-118.4545
210115146,08/13/2021 12:00:00 AM,08/12/2021 12:00:00 AM,1945,01,Central,0128,1,330,BURGLARY FROM VEHICLE,0344 1307,41,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,1ST                          ST,CENTRAL                      AV,34.0492,-118.2391
202115294,10/24/2020 12:00:00 AM,03/01/2020 12:00:00 AM,1800,21,Topanga,2118,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416,20,F,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,MCNULTY                      AV,STRATHERN                    ST,34.219,-118.5865
210511668,07/20/2021 12:00:00 AM,05/15/2021 12:00:00 AM,0001,05,Harbor,0504,1,310,BURGLARY,0344 0321,42,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,1400 W  190TH                        ST,,33.8584,-118.3018
201709353,05/20/2020 12:00:00 AM,05/20/2020 12:00:00 AM,1700,17,Devonshire,1757,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0378 2028 0325,0,X,X,403,DRUG STORE,,,IC,Invest Cont,343,,,,10200    BALBOA                       BL,,34.2557,-118.5023
210111897,06/15/2021 12:00:00 AM,06/14/2021 12:00:00 AM,0620,01,Central,0155,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1026 0345 1822 0344,58,M,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,6TH,LOS ANGELES,34.0446,-118.249
221908151,04/12/2022 12:00:00 AM,10/01/2020 12:00:00 AM,0001,19,Mission,1988,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0913 2024 1817 0360 1258 0507,8,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,821,,,13400    RANGOON                      ST,,34.2285,-118.4258
202116576,12/02/2020 12:00:00 AM,08/11/2020 12:00:00 AM,1200,21,Topanga,2143,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0923,67,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,6600    SEDAN                        AV,,34.1899,-118.6294
211820471,11/24/2021 12:00:00 AM,11/22/2021 12:00:00 AM,1930,18,Southeast,1837,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,MAIE,111TH,33.9348,-118.2443
201413862,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,1700,14,Pacific,1431,2,624,BATTERY - SIMPLE ASSAULT,1218 2004 0400,38,M,W,736,SKATEBOARD FACILITY/SKATEBOARD PARK*,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,OCEAN FRONT                  WK,MARKET,33.9874,-118.4741
212008033,04/13/2021 12:00:00 AM,04/13/2021 12:00:00 AM,1020,20,Olympic,2021,2,624,BATTERY - SIMPLE ASSAULT,1822 1218 2034 0416,45,F,W,101,STREET,312,PIPE/METAL PIPE,IC,Invest Cont,624,,,,WILSHIRE                     BL,BRONSON                      AV,34.0617,-118.3178
221207280,03/01/2022 12:00:00 AM,11/20/2021 12:00:00 AM,1800,12,77th Street,1268,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 2000 1813 0421,40,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,100 W  84TH                         ST,,33.9632,-118.2739
210917315,12/06/2021 12:00:00 AM,12/06/2021 12:00:00 AM,1450,09,Van Nuys,0994,2,901,VIOLATION OF RESTRAINING ORDER,1216 2038 2000,44,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,3900    BEVERLY GLEN                 BL,,34.1412,-118.449
211517995,11/29/2021 12:00:00 AM,11/27/2021 12:00:00 AM,1313,15,N Hollywood,1543,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,104,DRIVEWAY,,,IC,Invest Cont,420,,,,12400    WEDDINGTON                   ST,,34.1667,-118.4033
201715107,11/07/2020 12:00:00 AM,11/07/2020 12:00:00 AM,2200,17,Devonshire,1754,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,RESEDA,DEVONSHIRE,34.2573,-118.5361
212107935,04/19/2021 12:00:00 AM,04/19/2021 12:00:00 AM,1305,21,Topanga,2156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325,0,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,440,,,,VICTORY                      BL,OWENSMOUTH,34.1879,-118.6015
202016001,10/16/2020 12:00:00 AM,09/13/2020 12:00:00 AM,0500,20,Olympic,2023,2,354,THEFT OF IDENTITY,1822 0929 0100 0344,25,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,400 S  HOBART                       BL,,34.0653,-118.3053
210511818,07/24/2021 12:00:00 AM,07/24/2021 12:00:00 AM,1630,05,Harbor,0532,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0416 0408 0444 0913 1814 2000 0432 0448,29,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,1300    GULF                         AV,,33.7886,-118.2738
210907092,03/18/2021 12:00:00 AM,03/17/2021 12:00:00 AM,2130,09,Van Nuys,0952,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,SEPULVEDA                    BL,BURBANK                      AV,34.1721,-118.4661
201314468,07/25/2020 12:00:00 AM,07/23/2020 12:00:00 AM,2100,13,Newton,1317,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0913,54,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,1900    MCGARRY                      ST,,34.0182,-118.2406
211014468,11/11/2021 12:00:00 AM,11/11/2021 12:00:00 AM,0830,10,West Valley,1067,1,310,BURGLARY,0344 1601 1822,59,F,W,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,310,,,,5400    WHITE OAK                    AV,,34.1693,-118.5184
201816466,08/31/2020 12:00:00 AM,08/31/2020 12:00:00 AM,1200,18,Southeast,1824,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 1300,42,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,103RD                        ST,AVALON                       BL,33.9438,-118.265
212113964,09/16/2021 12:00:00 AM,09/16/2021 12:00:00 AM,0600,21,Topanga,2158,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,AO,Adult Other,510,,,,21300    ERWIN                        ST,,34.1828,-118.5959
210916638,11/18/2021 12:00:00 AM,11/18/2021 12:00:00 AM,0620,09,Van Nuys,0966,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,13500    MORRISON                     ST,,34.1603,-118.4291
211012661,09/21/2021 12:00:00 AM,09/21/2021 12:00:00 AM,1553,10,West Valley,1049,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1218 0910 1822,38,F,W,801,MTA BUS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,VICTORY,WOODLEY,34.1866,-118.4836
202106752,03/01/2020 12:00:00 AM,03/01/2020 12:00:00 AM,0800,21,Topanga,2126,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1243 0408 0444 0429,41,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,21000    LULL                         ST,,34.2094,-118.5906
202115559,11/02/2020 12:00:00 AM,10/21/2020 12:00:00 AM,1200,21,Topanga,2146,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,21100    GAULT                        ST,,34.1992,-118.5943
201909009,04/23/2020 12:00:00 AM,04/21/2020 12:00:00 AM,1030,19,Mission,1959,2,901,VIOLATION OF RESTRAINING ORDER,,62,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,10000    ARLETA                       AV,,34.252,-118.4365
201417565,09/21/2020 12:00:00 AM,09/16/2020 12:00:00 AM,1600,14,Pacific,1407,1,310,BURGLARY,0321 0344,0,X,X,707,GARAGE/CARPORT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,10300    VENICE                       BL,,34.021,-118.4028
210813872,09/10/2021 12:00:00 AM,09/05/2021 12:00:00 AM,0030,08,West LA,0824,1,121,"RAPE, FORCIBLE",1817 1206 1402 1409 1415 0527 0532 0537 0913,45,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,998,,,300 E  RUSTIC                       RD,,34.0302,-118.5164
210119645,10/31/2021 12:00:00 AM,10/31/2021 12:00:00 AM,1745,01,Central,0156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1268 1822 0431 0416 1218 2004,27,F,B,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,500 S  SAN PEDRO                    ST,,34.0437,-118.2455
201913954,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,0255,19,Mission,1935,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0416 0444 1218 2004 1813 0913 0429 0401 2033,34,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,15100    SAN FERNANDO MISSION         BL,,34.2727,-118.4606
201607333,03/22/2020 12:00:00 AM,03/21/2020 12:00:00 AM,1200,16,Foothill,1668,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,9500    REVERIE                      RD,,34.2424,-118.293
201516039,10/07/2020 12:00:00 AM,10/07/2020 12:00:00 AM,1630,15,N Hollywood,1583,1,520,VEHICLE - ATTEMPT STOLEN,1300,33,M,H,108,PARKING LOT,,,IC,Invest Cont,520,,,,12000    VENTURA                      PL,,34.1451,-118.3875
211715917,12/08/2021 12:00:00 AM,03/08/2021 12:00:00 AM,1200,17,Devonshire,1795,2,900,VIOLATION OF COURT ORDER,2000 0913 1814 1906 2038,20,F,O,507,CONDOMINIUM/TOWNHOUSE,,,AA,Adult Arrest,900,,,,8600    BALBOA                       BL,,34.2248,-118.5151
211204665,01/11/2021 12:00:00 AM,01/11/2021 12:00:00 AM,1220,12,77th Street,1273,1,210,ROBBERY,1822 0337 0369 0334 0432 0344,0,X,X,210,RESTAURANT/FAST FOOD,102,HAND GUN,IC,Invest Cont,210,,,,1400 W  MANCHESTER                   AV,,33.96,-118.3009
210616517,09/27/2021 12:00:00 AM,09/27/2021 12:00:00 AM,1110,06,Hollywood,0637,1,210,ROBBERY,0344 1822 1501 0945,0,X,X,203,OTHER BUSINESS,511,VERBAL THREAT,IC,Invest Cont,210,,,,6200    HOLLYWOOD                    BL,,34.103,-118.3225
211511452,07/06/2021 12:00:00 AM,06/15/2021 12:00:00 AM,2000,15,N Hollywood,1599,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0400 0416 0519,25,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,821,,,7000    MACAPA                       DR,,34.117,-118.343
202110203,06/06/2020 12:00:00 AM,06/05/2020 12:00:00 AM,2110,21,Topanga,2156,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,21600    VICTORY                      BL,,34.188,-118.6002
201407549,03/02/2020 12:00:00 AM,03/02/2020 12:00:00 AM,0500,14,Pacific,1476,1,330,BURGLARY FROM VEHICLE,1609 1307,37,F,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,8000 S  SEPULVEDA                    BL,,33.9645,-118.4006
212016176,10/24/2021 12:00:00 AM,10/23/2021 12:00:00 AM,2130,20,Olympic,2034,1,480,BIKE - STOLEN,0344 1822,28,M,H,146,PATIO*,,,IC,Invest Cont,480,,,,700 S  KINGSLEY                     DR,,34.0582,-118.3031
201310690,05/11/2020 12:00:00 AM,05/09/2020 12:00:00 AM,1600,13,Newton,1303,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,68,M,A,213,WAREHOUSE,,,IC,Invest Cont,740,,,,1200    WALL                         ST,,34.035,-118.2553
211320875,12/26/2021 12:00:00 AM,12/26/2021 12:00:00 AM,2006,13,Newton,1321,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1822 1212 1402,0,X,X,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,231,998,,,GRAND,WASHINGTON,34.0326,-118.2684
202115640,11/04/2020 12:00:00 AM,10/25/2020 12:00:00 AM,1300,21,Topanga,2172,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,33,F,W,101,STREET,,,IC,Invest Cont,440,,,,EL CANON,BURBANK,34.1705,-118.6477
210712616,09/01/2021 12:00:00 AM,08/31/2021 12:00:00 AM,1520,07,Wilshire,0773,1,210,ROBBERY,1822 0448 0390 0400 0344,77,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,5100    PICKFORD                     ST,,34.0436,-118.3513
211317036,10/07/2021 12:00:00 AM,09/17/2021 12:00:00 AM,0630,13,Newton,1371,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 W  57TH                         ST,,33.9906,-118.2745
210904940,01/27/2021 12:00:00 AM,01/25/2021 12:00:00 AM,1800,09,Van Nuys,0923,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,VESPER                       AV,HAMLIN                       ST,34.1887,-118.4509
212018244,12/13/2021 12:00:00 AM,12/13/2021 12:00:00 AM,0945,20,Olympic,2035,2,624,BATTERY - SIMPLE ASSAULT,0361 0416 0444 0446 0603 1202 0319,68,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,700 S  MARIPOSA                     AV,,34.0577,-118.2987
201414604,06/30/2020 12:00:00 AM,06/29/2020 12:00:00 AM,2000,14,Pacific,1464,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344 2032,37,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,420,,,,12400    FIELDING,,33.9791,-118.4092
211916272,12/03/2021 12:00:00 AM,12/02/2021 12:00:00 AM,1400,19,Mission,1974,1,310,BURGLARY,0344,63,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,8900    VAN NUYS                     BL,,34.2337,-118.4536
220804762,01/03/2022 12:00:00 AM,12/31/2021 12:00:00 AM,0457,08,West LA,0802,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1205,39,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,1100    MONUMENT                     ST,,34.0487,-118.5246
210609632,05/11/2021 12:00:00 AM,05/11/2021 12:00:00 AM,1035,06,Hollywood,0668,1,210,ROBBERY,0400 0325 1822 0444 0945,0,X,X,243,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,5600 W  SUNSET                       BL,,34.0981,-118.3111
211504254,01/08/2021 12:00:00 AM,01/08/2021 12:00:00 AM,0645,15,N Hollywood,1532,2,624,BATTERY - SIMPLE ASSAULT,0444 0429,48,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6100    WILKINSON                    AV,,34.1813,-118.4041
211910507,07/03/2021 12:00:00 AM,07/02/2021 12:00:00 AM,1630,19,Mission,1954,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 0913 1817,28,M,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,15100    DEVONSHIRE                   ST,,34.2572,-118.4608
201513990,08/15/2020 12:00:00 AM,08/15/2020 12:00:00 AM,0806,15,N Hollywood,1599,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,37,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,3600    REGAL                        PL,,34.1337,-118.3631
210805864,02/16/2021 12:00:00 AM,09/01/2020 12:00:00 AM,1415,08,West LA,0851,2,649,DOCUMENT FORGERY / STOLEN FELONY,0923 1822,58,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,1600    WELLESLEY                    AV,,34.036,-118.4613
210213842,08/26/2021 12:00:00 AM,08/26/2021 12:00:00 AM,2000,02,Rampart,0266,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0342 0305 0416 0431,47,M,W,101,STREET,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,7TH,UNION,34.0542,-118.2717
